		CE 18:1 (d7)	CE 18:1 (d7)		CE 18:2	CE 18:2		CE 18:3	CE 18:3		CE 20:3	CE 20:3		CE 20:4	CE 20:4		CE 20:5	CE 20:5		CE 22:6	CE 22:6		Dihydro SM C14:0	Dihydro SM C14:0		Dihydro SM C16:0	Dihydro SM C16:0		Dihydro SM C18:0	Dihydro SM C18:0		Dihydro SM C20:0	Dihydro SM C20:0		Dihydro SM C22:0	Dihydro SM C22:0		Dihydro SM C24:0	Dihydro SM C24:0		LPC(O-16:0/0:0)	LPC(O-16:0/0:0)		LPC(O-18:0/0:0)	LPC(O-18:0/0:0)		LPC(P-16:0/0:0)	LPC(P-16:0/0:0)		LPC(P-18:0/0:0)	LPC(P-18:0/0:0)	LPC(P-18:0/0:0)	LPC(P-18:0/0:0)		LPC 14:0	LPC 14:0	LPC 14:0	LPC 14:0		LPC 15:0	LPC 15:0	LPC 15:0	LPC 15:0		LPC 16:0	LPC 16:0	LPC 16:0	LPC 16:0		LPC 16:1	LPC 16:1	LPC 16:1	LPC 16:1	LPC 16:1	LPC 16:1		LPC 17:0	LPC 17:0	LPC 17:0	LPC 17:0	LPC 17:0	LPC 17:0		LPC 17:1	LPC 17:1	LPC 17:1	LPC 17:1		LPC 18:0	LPC 18:0	LPC 18:0	LPC 18:0		LPC 18:1	LPC 18:1	LPC 18:1	LPC 18:1		LPC 18:1 (d7)	LPC 18:1 (d7)	LPC 18:1 (d7)	LPC 18:1 (d7)		LPC 18:2	LPC 18:2	LPC 18:2	LPC 18:2		LPC 19:0	LPC 19:0	LPC 19:0	LPC 19:0	LPC 19:0	LPC 19:0	LPC 19:0	LPC 19:0	LPC 19:0	LPC 19:0	LPC 19:0	LPC 19:0		LPC 20:0	LPC 20:0	LPC 20:0	LPC 20:0	LPC 20:0	LPC 20:0	LPC 20:0	LPC 20:0	LPC 20:0	LPC 20:0	LPC 20:0	LPC 20:0	LPC 20:0	LPC 20:0	LPC 20:0	LPC 20:0	LPC 20:0	LPC 20:0		LPC 20:1	LPC 20:1	LPC 20:1	LPC 20:1		LPC 20:2	LPC 20:2	LPC 20:2	LPC 20:2		LPC 20:3	LPC 20:3	LPC 20:3	LPC 20:3	LPC 20:3	LPC 20:3		LPC 20:4	LPC 20:4	LPC 20:4	LPC 20:4		LPC 20:5	LPC 20:5	LPC 20:5	LPC 20:5		LPC 22:0	LPC 22:0	LPC 22:0	LPC 22:0	LPC 22:0	LPC 22:0	LPC 22:0	LPC 22:0	LPC 22:0	LPC 22:0	LPC 22:0	LPC 22:0	LPC 22:0	LPC 22:0	LPC 22:0	LPC 22:0	LPC 22:0	LPC 22:0		LPC 22:5	LPC 22:5		LPC 22:6	LPC 22:6	LPC 22:6	LPC 22:6		LPC 24:0	LPC 24:0	LPC 24:0	LPC 24:0	LPC 24:0	LPC 24:0	LPC 24:0	LPC 24:0	LPC 24:0	LPC 24:0	LPC 24:0	LPC 24:0	LPC 24:0	LPC 24:0	LPC 24:0	LPC 24:0	LPC 24:0	LPC 24:0		LPE 16:0	LPE 16:0	LPE 16:0	LPE 16:0		LPE 18:0	LPE 18:0	LPE 18:0	LPE 18:0		LPE 18:1	LPE 18:1	LPE 18:1	LPE 18:1		LPE 18:1 (d7)	LPE 18:1 (d7)	LPE 18:1 (d7)	LPE 18:1 (d7)		LPE 18:2	LPE 18:2	LPE 18:2	LPE 18:2		LPE 20:4	LPE 20:4	LPE 20:4	LPE 20:4		LPE 22:6	LPE 22:6	LPE 22:6	LPE 22:6		PCP 36:1 (d9)	PCP 36:1 (d9)		PC 28:1	PC 28:1		PC 32:0	PC 32:0		PC 32:1	PC 32:1		PC 32:2	PC 32:2		PC 33:1 (d7)	PC 33:1 (d7)		PC 34:0	PC 34:0		PC 34:1	PC 34:1		PC 34:2	PC 34:2		PC 34:3a	PC 34:3a		PC 34:4	PC 34:4	PC 34:4	PC 34:4	PC 34:4	PC 34:4	PC 34:4	PC 34:4		PC 36:0	PC 36:0		PC 36:1a	PC 36:1a		PC 36:2	PC 36:2		PC 36:3a	PC 36:3a		PC 36:4a	PC 36:4a	PC 36:4a	PC 36:4a		PC 36:5	PC 36:5		PC 36:6	PC 36:6	PC 36:6	PC 36:6	PC 36:6	PC 36:6	PC 36:6	PC 36:6		PC 38:0	PC 38:0		PC 38:2a	PC 38:2a		PC 38:3a	PC 38:3a		PC 38:4	PC 38:4		PC 38:5a	PC 38:5a		PC 38:6a	PC 38:6a	PC 38:6a	PC 38:6a		PC 38:7	PC 38:7		PC 40:2	PC 40:2		PC 40:3ab	PC 40:3ab		PC 40:4a	PC 40:4a		PC 40:5a	PC 40:5a		PC 40:6	PC 40:6		PC 40:7	PC 40:7	PC 40:7	PC 40:7	PC 40:7	PC 40:7		PC 40:8	PC 40:8	PC 40:8	PC 40:8	PC 40:8	PC 40:8		PCe 30:0	PCe 30:0		PCe 32:0	PCe 32:0		PCe 34:0	PCe 34:0		PCe 34:1	PCe 34:1	PCe 34:1	PCe 34:1		PCe 34:2	PCe 34:2		PCe 36:0	PCe 36:0		PCe 36:1a	PCe 36:1a		PCe 36:2	PCe 36:2		PCe 36:3	PCe 36:3		PCe 36:4	PCe 36:4	PCe 36:4	PCe 36:4	PCe 36:4	PCe 36:4		PCe 36:5	PCe 36:5		PCe 38:1	PCe 38:1		PCe 38:2	PCe 38:2	PCe 38:2	PCe 38:2		PCe 38:3	PCe 38:3		PCe 38:4	PCe 38:4		PCe 38:5	PCe 38:5		PCe 38:6	PCe 38:6		PCe 40:3	PCe 40:3	PCe 40:3	PCe 40:3	PCe 40:3	PCe 40:3		PCe 40:4	PCe 40:4	PCe 40:4	PCe 40:4		PCe 40:5	PCe 40:5	PCe 40:5	PCe 40:5		PCe 40:6	PCe 40:6		PCe 42:2a	PCe 42:2a		PCe 42:3	PCe 42:3	PCe 42:3	PCe 42:3		PCe 42:4	PCe 42:4		PCe 42:5	PCe 42:5		PCe 42:6	PCe 42:6		PCe 44:4	PCe 44:4	PCe 44:4	PCe 44:4		PCe 44:5	PCe 44:5	PCe 44:5	PCe 44:5		PCe 44:6	PCe 44:6	PCe 44:6	PCe 44:6		PCp 32:0	PCp 32:0		PCp 34:2	PCp 34:2		PEP 36:1 (d9)	PEP 36:1 (d9)	PEP 36:1 (d9)	PEP 36:1 (d9)		PE 33:1 (d7)	PE 33:1 (d7)		PE 34:1	PE 34:1		PE 34:2	PE 34:2		PE 36:1	PE 36:1		PE 36:2	PE 36:2		PE 36:3	PE 36:3	PE 36:3	PE 36:3	PE 36:3	PE 36:3		PE 36:4	PE 36:4		PE 38:3	PE 38:3		PE 38:4	PE 38:4		PE 38:5	PE 38:5		PE 38:6	PE 38:6		PE 40:5	PE 40:5		PE 40:6	PE 40:6		PE 40:7	PE 40:7	PE 40:7	PE 40:7		PEp 34:1	PEp 34:1		PEp 34:2	PEp 34:2		PEp 36:1	PEp 36:1		PEp 36:2	PEp 36:2		PEp 36:3	PEp 36:3	PEp 36:3	PEp 36:3		PEp 36:4	PEp 36:4		PEp 36:5	PEp 36:5		PEp 38:4	PEp 38:4		PEp 38:5	PEp 38:5		PEp 38:6	PEp 38:6		PEp 40:4	PEp 40:4		PEp 40:6	PEp 40:6		PEp 40:7	PEp 40:7	PEp 40:7	PEp 40:7		SM C12:0	SM C12:0	SM C12:0	SM C12:0	SM C12:0	SM C12:0	SM C12:0	SM C12:0	SM C12:0	SM C12:0	SM C12:0	SM C12:0	SM C12:0	SM C12:0	SM C12:0	SM C12:0	SM C12:0	SM C12:0		SM C13:0	SM C13:0	SM C13:0	SM C13:0	SM C13:0	SM C13:0	SM C13:0	SM C13:0	SM C13:0	SM C13:0	SM C13:0	SM C13:0	SM C13:0	SM C13:0		SM C14:0	SM C14:0		SM C14:1	SM C14:1	SM C14:1	SM C14:1	SM C14:1	SM C14:1	SM C14:1	SM C14:1	SM C14:1	SM C14:1	SM C14:1	SM C14:1	SM C14:1	SM C14:1	SM C14:1	SM C14:1	SM C14:1	SM C14:1		SM C15:0	SM C15:0		SM C16:0	SM C16:0		SM C16:1	SM C16:1	SM C16:1	SM C16:1		SM C17:0	SM C17:0	SM C17:0	SM C17:0		SM C18:0	SM C18:0		SM C18:1	SM C18:1		SM C18:1 (d9)	SM C18:1 (d9)		SM C19:0	SM C19:0		SM C20:0	SM C20:0		SM C20:1	SM C20:1		SM C21:0	SM C21:0		SM C22:0	SM C22:0		SM C22:1	SM C22:1		SM C22:2	SM C22:2		SM C23:0	SM C23:0		SM C23:1a	SM C23:1a		SM C24:0	SM C24:0		SM C24:1	SM C24:1		SM C24:2	SM C24:2		SM C24:3	SM C24:3		SM C26:0	SM C26:0	SM C26:0	SM C26:0	SM C26:0	SM C26:0	SM C26:0	SM C26:0	SM C26:0	SM C26:0	SM C26:0	SM C26:0	SM C26:0	SM C26:0	SM C26:0	SM C26:0	SM C26:0	SM C26:0		SM C26:1	SM C26:1	SM C26:1	SM C26:1		SM C26:2	SM C26:2
Q1		675.61	675.61		666.59	666.59		664.58	664.58		692.61	692.61		690.59	690.59		688.58	688.58		714.59	714.59		677.53	677.53		705.59	705.59		733.62	733.62		761.65	761.65		789.68	789.68		817.72	817.72		482.36	482.36		510.36	510.36		480.34	480.34		508.34	508.34	508.34	508.34		468.31	468.31	468.31	468.31		482.36	482.36	482.36	482.36		496.34	496.34	496.34	496.34		494.32	494.32	494.32	494.32	494.32	494.32		510.36	510.36	510.36	510.36	510.36	510.36		508.34	508.34	508.34	508.34		524.37	524.37	524.37	524.37		522.36	522.36	522.36	522.36		529.31	529.31	529.31	529.31		520.34	520.34	520.34	520.34		538.38	538.38	538.38	538.38	538.38	538.38	538.38	538.38	538.38	538.38	538.38	538.38		552.40	552.40	552.40	552.40	552.40	552.40	552.40	552.40	552.40	552.40	552.40	552.40	552.40	552.40	552.40	552.40	552.40	552.40		550.39	550.39	550.39	550.39		548.37	548.37	548.37	548.37		546.36	546.36	546.36	546.36	546.36	546.36		544.34	544.34	544.34	544.34		542.32	542.32	542.32	542.32		580.43	580.43	580.43	580.43	580.43	580.43	580.43	580.43	580.43	580.43	580.43	580.43	580.43	580.43	580.43	580.43	580.43	580.43		570.34	570.34		568.34	568.34	568.34	568.34		608.47	608.47	608.47	608.47	608.47	608.47	608.47	608.47	608.47	608.47	608.47	608.47	608.47	608.47	608.47	608.47	608.47	608.47		454.29	454.29	454.29	454.29		482.32	482.32	482.32	482.32		480.31	480.31	480.31	480.31		487.31	487.31	487.31	487.31		478.31	478.31	478.31	478.31		502.29	502.29	502.29	502.29		526.29	526.29	526.29	526.29		781.68	781.68		676.46	676.46		734.57	734.57		732.55	732.55		730.55	730.55		753.54	753.54		762.60	762.60		760.59	760.59		758.57	758.57		756.55	756.55		754.55	754.55	754.55	754.55	754.55	754.55	754.55	754.55		790.63	790.63		788.62	788.62		786.60	786.60		784.59	784.59		782.57	782.57	782.57	782.57		780.55	780.55		778.54	778.54	778.54	778.54	778.54	778.54	778.54	778.54		818.67	818.67		814.60	814.60		812.60	812.60		810.60	810.60		808.59	808.59		806.57	806.57	806.57	806.57		804.55	804.55		842.66	842.66		840.57	840.57		838.57	838.57		836.57	836.57		834.57	834.57		832.57	832.57	832.57	832.57	832.57	832.57		830.57	830.57	830.57	830.57	830.57	830.57		692.53	692.53		720.54	720.54		748.62	748.62		746.62	746.62	746.62	746.62		744.62	744.62		776.62	776.62		774.62	774.62		772.62	772.62		770.61	770.61		768.59	768.59	768.59	768.59	768.59	768.59		766.57	766.57		802.67	802.67		800.65	800.65	800.65	800.65		798.64	798.64		796.62	796.62		794.61	794.61		792.59	792.59		826.64	826.64	826.64	826.64	826.64	826.64		824.62	824.62	824.62	824.62		822.61	822.61	822.61	822.61		820.62	820.62		856.68	856.68		854.67	854.67	854.67	854.67		852.65	852.65		850.64	850.64		848.64	848.64		880.68	880.68	880.68	880.68		878.67	878.67	878.67	878.67		876.65	876.65	876.65	876.65		718.54	718.54		742.62	742.62		739.63	739.63	739.63	739.63		711.48	711.48		718.54	718.54		716.52	716.52		746.57	746.57		744.55	744.55		742.54	742.54	742.54	742.54	742.54	742.54		740.52	740.52		770.55	770.55		768.55	768.55		766.54	766.54		764.52	764.52		794.57	794.57		792.55	792.55		790.54	790.54	790.54	790.54		702.54	702.54		700.53	700.53		730.57	730.57		728.56	728.56		726.53	726.53	726.53	726.53		724.53	724.53		722.51	722.51		752.56	752.56		750.54	750.54		748.53	748.53		780.59	780.59		776.56	776.56		774.54	774.54	774.54	774.54		647.52	647.52	647.52	647.52	647.52	647.52	647.52	647.52	647.52	647.52	647.52	647.52	647.52	647.52	647.52	647.52	647.52	647.52		661.53	661.53	661.53	661.53	661.53	661.53	661.53	661.53	661.53	661.53	661.53	661.53	661.53	661.53		675.55	675.55		673.54	673.54	673.54	673.54	673.54	673.54	673.54	673.54	673.54	673.54	673.54	673.54	673.54	673.54	673.54	673.54	673.54	673.54		689.56	689.56		703.57	703.57		701.59	701.59	701.59	701.59		717.59	717.59	717.59	717.59		731.61	731.61		729.59	729.59		738.54	738.54		745.63	745.63		759.64	759.64		757.64	757.64		773.66	773.66		787.67	787.67		785.65	785.65		783.64	783.64		801.69	801.69		799.68	799.68		815.70	815.70		813.69	813.69		811.68	811.68		809.67	809.67		843.73	843.73	843.73	843.73	843.73	843.73	843.73	843.73	843.73	843.73	843.73	843.73	843.73	843.73	843.73	843.73	843.73	843.73		841.72	841.72	841.72	841.72		839.71	839.71
Q3		369.35	369.35		369.35	369.35		369.35	369.35		369.35	369.35		369.35	369.35		369.35	369.35		369.35	369.35		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		104.08	104.08		104.08	104.08		104.08	104.08		104.08	104.08	104.08	104.08		184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07		184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07		313.29	313.29	313.29	313.29		341.32	341.32	341.32	341.32		339.31	339.31	339.31	339.31		346.31	346.31	346.31	346.31		337.31	337.31	337.31	337.31		361.29	361.29	361.29	361.29		385.29	385.29	385.29	385.29		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07		184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07	184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07	184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07	184.07	184.07	184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07	184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07		184.07	184.07		392.20	392.20	392.20	392.20		570.54	570.54		577.54	577.54		575.52	575.52		605.57	605.57		603.55	603.55		601.54	601.54	601.54	601.54	601.54	601.54		599.52	599.52		629.55	629.55		627.55	627.55		625.54	625.54		623.52	623.52		653.57	653.57		651.55	651.55		649.54	649.54	649.54	649.54		364.20	364.20		364.20	364.20		392.20	392.20		392.20	392.20		390.20	390.20	390.20	390.20		364.20	364.20		364.20	364.20		392.20	392.20		390.20	390.20		364.20	364.20		420.20	420.20		392.20	392.20		390.20	390.20	390.20	390.20		184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07		184.07	184.07		184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07		184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07	184.07		184.07	184.07	184.07	184.07		184.07	184.07
20200426_plate2_QC3_A1.mzML		8.593	8.690		8.379	8.475		8.175	8.271		8.411	8.507		8.255	8.352		8.046	8.143		8.137	8.234		4.646	4.744		5.243	5.343		5.777	5.872		6.234	6.333		6.650	6.754		7.020	7.121		1.748	1.852		2.404	2.505		1.683	1.787		2.339	2.432	2.429	2.496		0.962	1.066	1.061	1.144		1.155	1.259	1.253	1.352		1.385	1.502	1.495	1.599		1.040	1.139	1.134	1.269	1.264	1.352		1.651	1.735	1.729	1.800	1.794	1.885		1.269	1.346	1.339	1.437		1.958	2.062	2.101	2.201		1.482	1.580	1.573	1.690		1.469	1.580	1.573	1.677		1.155	1.253	1.248	1.339		2.280	2.350	2.347	2.375	2.373	2.395	2.392	2.434	2.432	2.530	2.527	2.595		2.620	2.671	2.670	2.681	2.680	2.690	2.689	2.696	2.694	2.747	2.783	2.836	2.835	2.844	2.842	2.875	2.874	2.933		2.029	2.133	2.166	2.266		1.599	1.696	1.690	1.820		1.233	1.300	1.295	1.411	1.404	1.495		1.123	1.217	1.212	1.300		0.916	0.999	0.994	1.077		3.496	3.549	3.548	3.555	3.554	3.558	3.557	3.563	3.562	3.569	3.568	3.576	3.575	3.578	3.577	3.585	3.584	3.637		1.411	1.515		1.071	1.160	1.155	1.238		4.041	4.096	4.093	4.113	4.110	4.129	4.126	4.157	4.154	4.201	4.198	4.231	4.229	4.270	4.267	4.298	4.295	4.355		1.459	1.569	1.563	1.667		2.044	2.148	2.193	2.290		1.550	1.660	1.654	1.764		1.543	1.654	1.647	1.751		1.219	1.303	1.296	1.400		1.187	1.260	1.255	1.361		1.130	1.208	1.203	1.291		6.311	6.404		4.407	4.507		5.606	5.701		5.135	5.233		4.692	4.789		5.384	5.489		6.075	6.178		5.653	5.748		5.259	5.364		4.770	4.836		4.439	4.482	4.479	4.507	4.503	4.575	4.624	4.721		6.649	6.753		6.118	6.217		5.768	5.862		5.311	5.395		4.827	4.900	4.896	4.998		4.827	4.926		4.304	4.372	4.368	4.397	4.393	4.454	4.482	4.582		6.889	6.993		6.178	6.276		5.898	5.992		5.709	5.803		5.225	5.322		4.818	4.900	4.896	4.962		4.561	4.648		6.623	6.707		6.536	6.629		6.039	6.138		5.721	5.815		5.584	5.677		4.969	5.070	5.106	5.208	5.200	5.275		4.678	4.813	4.808	4.850	4.845	4.887		5.386	5.491		5.903	5.997		6.357	6.450		5.844	5.927	5.915	6.033		5.565	5.667		6.740	6.844		6.311	6.388		6.050	6.147		5.714	5.797		5.418	5.502	5.491	5.644	5.632	5.726		5.151	5.252		6.701	6.805		6.295	6.357	6.350	6.442		6.166	6.265		5.991	6.085		5.523	5.632		5.376	5.460		6.311	6.404	6.457	6.573	6.565	6.680		6.304	6.404	6.396	6.511		5.873	5.991	5.979	6.085		5.565	5.667		7.113	7.208		6.825	6.955	6.948	7.033		6.513	6.610		6.404	6.496		6.038	6.137		7.091	7.139	7.135	7.242		6.604	6.708	6.766	6.870		6.442	6.550	6.542	6.615		5.844	5.938		5.491	5.596		6.416	6.493	6.486	6.563		5.503	5.610		5.764	5.859		5.377	5.482		6.233	6.332		5.882	5.977		5.314	5.409	5.398	5.524	5.514	5.633		5.314	5.419		6.000	6.095		5.823	5.918		5.356	5.461		5.189	5.287		5.823	5.918		5.694	5.788		5.228	5.356	5.346	5.430		6.012	6.104		5.633	5.728		6.439	6.532		6.104	6.203		5.669	5.775	5.763	5.857		5.556	5.657		5.203	5.304		6.036	6.134		5.598	5.692		5.409	5.514		6.470	6.563		5.906	6.000		5.451	5.566	5.556	5.645		3.710	3.766	3.765	3.774	3.773	3.779	3.778	3.788	3.787	3.792	3.791	3.795	3.794	3.800	3.800	3.808	3.807	3.860		4.058	4.113	4.110	4.127	4.124	4.138	4.135	4.146	4.144	4.160	4.157	4.166	4.163	4.218		4.409	4.509		3.823	3.878	3.877	3.885	3.885	3.893	3.892	3.898	3.898	3.904	3.903	3.917	3.917	3.931	3.930	3.957	3.956	4.030		4.732	4.832		5.028	5.129		4.509	4.627	4.622	4.700		5.209	5.312	5.301	5.427		5.595	5.690		5.114	5.217		5.093	5.193		5.860	5.954		6.072	6.175		5.654	5.749		6.294	6.387		6.510	6.607		6.126	6.224		5.659	5.754		6.702	6.806		6.294	6.325		6.890	6.994		6.487	6.579		6.116	6.215		5.718	5.813		7.178	7.235	7.231	7.258	7.254	7.288	7.284	7.308	7.307	7.337	7.336	7.337	7.336	7.368	7.367	7.385	7.384	7.449		6.864	6.949	6.942	7.033		6.533	6.627
20200426_plate2_QC3_A2.mzML		8.593	8.690		8.379	8.475		8.175	8.271		8.411	8.507		8.255	8.352		8.046	8.143		8.137	8.234		4.646	4.744		5.243	5.343		5.777	5.872		6.234	6.333		6.650	6.754		7.014	7.113		1.748	1.852		2.401	2.502		1.690	1.794		2.336	2.418	2.415	2.480		0.968	1.061	1.056	1.144		1.155	1.264	1.259	1.352		1.385	1.502	1.495	1.599		1.040	1.139	1.134	1.264	1.259	1.339		1.664	1.735	1.729	1.800	1.794	1.885		1.259	1.352	1.346	1.443		1.958	2.062	2.101	2.201		1.482	1.580	1.573	1.690		1.469	1.580	1.573	1.677		1.155	1.253	1.248	1.346		2.282	2.342	2.339	2.364	2.361	2.381	2.378	2.432	2.429	2.488	2.485	2.544		2.625	2.677	2.676	2.689	2.688	2.702	2.701	2.711	2.710	2.744	2.742	2.832	2.831	2.845	2.844	2.877	2.876	2.936		2.029	2.133	2.172	2.268		1.593	1.716	1.709	1.820		1.233	1.307	1.300	1.411	1.404	1.495		1.123	1.217	1.212	1.300		0.916	0.994	0.988	1.077		3.496	3.551	3.550	3.556	3.556	3.562	3.561	3.565	3.564	3.569	3.569	3.573	3.572	3.578	3.577	3.582	3.582	3.634		1.411	1.515		1.071	1.155	1.149	1.238		4.041	4.082	4.079	4.104	4.101	4.132	4.129	4.165	4.162	4.226	4.223	4.267	4.265	4.298	4.295	4.323	4.319	4.380		1.459	1.556	1.550	1.667		2.050	2.154	2.187	2.287		1.563	1.647	1.641	1.758		1.543	1.634	1.628	1.751		1.213	1.309	1.303	1.400		1.187	1.276	1.270	1.355		1.130	1.219	1.213	1.286		6.311	6.404		4.407	4.507		5.606	5.701		5.135	5.233		4.697	4.794		5.384	5.489		6.075	6.178		5.653	5.748		5.259	5.364		4.770	4.836		4.439	4.493	4.489	4.507	4.503	4.564	4.629	4.726		6.655	6.759		6.128	6.227		5.768	5.862		5.311	5.395		4.827	4.900	4.896	4.998		4.827	4.926		4.307	4.375	4.372	4.397	4.393	4.454	4.482	4.582		6.895	6.999		6.178	6.276		5.898	5.992		5.709	5.803		5.225	5.322		4.818	4.900	4.896	4.962		4.561	4.648		6.623	6.714		6.528	6.623		6.039	6.138		5.721	5.815		5.584	5.677		4.969	5.070	5.106	5.217	5.208	5.284		4.678	4.804	4.799	4.845	4.841	4.887		5.386	5.491		5.903	5.997		6.357	6.450		5.938	5.950	5.938	6.033		5.565	5.667		6.747	6.851		6.311	6.388		6.050	6.147		5.714	5.797		5.418	5.502	5.491	5.644	5.632	5.726		5.151	5.252		6.701	6.805		6.295	6.357	6.350	6.442		6.176	6.275		5.991	6.085		5.523	5.632		5.376	5.460		6.319	6.411	6.465	6.596	6.588	6.680		6.304	6.411	6.404	6.511		5.873	5.991	5.979	6.085		5.554	5.655		7.113	7.204		6.831	6.961	6.955	7.033		6.513	6.610		6.404	6.496		6.038	6.137		7.091	7.147	7.143	7.242		6.604	6.708	6.773	6.877		6.450	6.542	6.534	6.608		5.844	5.938		5.491	5.596		6.439	6.509	6.501	6.563		5.503	5.610		5.776	5.870		5.377	5.482		6.223	6.324		5.882	5.977		5.304	5.409	5.430	5.545	5.535	5.633		5.314	5.419		6.012	6.104		5.811	5.906		5.346	5.451		5.189	5.287		5.823	5.918		5.694	5.788		5.228	5.335	5.325	5.419		6.000	6.095		5.633	5.728		6.447	6.540		6.104	6.203		5.669	5.775	5.763	5.869		5.556	5.657		5.196	5.296		6.036	6.134		5.598	5.692		5.409	5.514		6.470	6.563		5.906	6.000		5.451	5.566	5.556	5.633		3.710	3.762	3.762	3.768	3.768	3.775	3.774	3.781	3.781	3.787	3.787	3.804	3.803	3.816	3.815	3.825	3.824	3.877		4.041	4.099	4.096	4.116	4.113	4.124	4.121	4.135	4.132	4.144	4.141	4.160	4.157	4.215		4.409	4.509		3.824	3.878	3.878	3.891	3.890	3.897	3.896	3.910	3.909	3.922	3.921	3.932	3.931	3.943	3.942	3.961	3.960	4.025		4.732	4.832		5.035	5.136		4.512	4.627	4.622	4.700		5.209	5.322	5.312	5.417		5.595	5.690		5.114	5.217		5.100	5.201		5.860	5.954		6.072	6.175		5.654	5.748		6.302	6.395		6.510	6.607		6.126	6.224		5.659	5.754		6.702	6.806		6.294	6.325		6.890	6.994		6.487	6.579		6.116	6.215		5.718	5.813		7.166	7.227	7.223	7.254	7.250	7.296	7.292	7.320	7.319	7.336	7.334	7.344	7.342	7.350	7.349	7.362	7.360	7.425		6.871	6.962	6.955	7.027		6.533	6.627
